,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
6558,686,0,1,38,0,138131.34,1,0,1,115927.85
6638,740,0,1,36,4,172381.8,1,1,1,86480.29
6733,668,0,1,28,4,107141.27,1,1,0,193018.71
4639,789,0,0,27,8,66201.96,1,1,1,79458.12
5767,579,0,0,45,2,0.0,2,0,0,11514.39
7178,684,0,1,38,5,105069.98,2,1,1,198355.28
2392,649,2,1,51,4,0.0,1,1,1,150390.57
2716,695,0,1,45,3,0.0,2,1,1,30793.61
6740,670,1,0,40,2,147171.2,1,0,1,69850.04
9573,652,1,1,35,7,104015.54,2,1,1,55207.88
2915,489,1,0,52,1,131441.51,1,1,0,37240.11
5218,685,0,1,20,4,104719.94,2,1,0,38691.34
6328,790,2,0,41,7,109508.68,1,0,0,86776.38
9149,597,1,0,43,7,119127.46,2,1,0,55809.92
4961,689,1,1,45,0,130170.82,2,1,0,150856.38
3626,789,1,0,37,6,110689.07,1,1,1,71121.04
3971,685,2,1,40,7,74896.92,1,1,0,198694.2
1789,763,2,0,37,6,0.0,2,1,1,149705.25
7822,581,1,1,50,2,143829.2,2,1,0,181224.24
5111,642,0,1,26,1,138023.79,2,0,1,117060.2
5386,642,0,1,48,9,118317.27,4,0,0,78702.98
7602,691,0,0,29,9,116536.43,1,1,0,51987.99
7422,622,0,1,29,7,101486.96,1,1,1,8788.35
3607,682,0,1,37,5,0.0,2,0,1,112554.68
8938,693,2,1,47,8,107604.66,1,1,1,80149.27
4274,502,1,0,42,0,132002.7,1,0,1,28204.98
9314,613,1,0,51,7,147262.11,1,1,1,53630.9
595,611,1,0,41,2,114206.84,1,1,0,164061.6
7040,678,0,0,48,2,0.0,2,1,1,32301.88
2093,555,0,1,55,4,146798.81,1,1,1,74149.77
5718,648,0,0,37,7,0.0,2,1,0,194238.92
1788,439,0,0,43,8,0.0,1,0,1,104889.3
7280,804,0,1,55,7,0.0,2,1,1,118752.6
2291,598,2,1,27,8,90721.52,2,1,0,109296.18
2453,783,2,0,59,9,126224.87,1,1,1,4423.63
1501,661,0,0,31,7,144162.3,2,1,1,14490.79
3484,784,1,1,28,2,70233.74,2,1,1,179252.73
7523,814,2,0,72,2,0.0,2,0,1,130853.03
463,662,0,0,32,4,133950.37,1,1,1,48725.68
4951,658,0,1,20,7,0.0,2,0,0,187638.34
4366,662,0,1,74,6,0.0,2,1,0,123583.85
9022,712,0,1,23,2,0.0,2,0,1,66795.78
5019,823,1,0,53,4,124954.94,1,0,1,131259.6
2232,649,2,1,36,8,0.0,2,1,0,161668.15
3984,834,2,1,38,8,0.0,2,1,1,66485.26
3414,657,0,0,37,2,0.0,2,1,1,7667.48
6409,683,0,0,33,9,0.0,2,1,1,38784.42
4151,627,0,1,44,6,153548.12,1,0,0,35300.08
6656,683,1,0,35,1,132371.3,2,0,0,186123.57
1900,570,0,0,33,8,0.0,1,1,1,124641.42
9686,793,0,1,63,4,103729.79,2,1,1,80272.06
7661,612,1,1,44,2,115163.38,1,1,1,97677.52
1697,683,0,1,30,8,110829.52,2,0,0,24938.84
5189,826,2,1,41,5,146466.46,2,0,0,180934.67
5737,682,1,0,35,2,117438.92,2,1,1,16910.98
1473,552,0,1,36,8,0.0,2,0,0,132547.02
8168,597,2,0,33,2,0.0,2,1,1,4700.66
4489,602,0,0,35,8,0.0,2,1,1,152843.53
486,641,0,1,37,7,0.0,2,1,0,75248.3
6350,640,1,1,48,1,111599.32,1,0,1,135995.58
7566,574,2,1,36,4,77967.5,1,1,0,167066.95
3178,542,0,0,39,4,109949.39,2,1,1,41268.65
8955,518,2,1,50,4,0.0,1,0,0,107112.25
3340,729,1,1,29,5,109676.52,1,1,1,25548.47
5124,721,2,0,46,7,137933.39,1,1,1,67976.57
2744,694,2,1,38,7,121527.4,1,1,0,113481.02
7803,619,1,0,52,8,124099.13,1,0,0,23904.52
4741,651,0,1,45,2,165901.59,2,1,0,23054.51
4281,554,2,0,41,4,112152.89,1,0,1,36242.19
9131,775,0,0,27,4,152309.37,1,1,0,104112.0
2430,742,1,0,41,4,92805.72,1,0,1,73743.95
4608,850,1,1,42,8,119839.69,1,0,1,51016.02
2580,697,1,0,38,6,132591.36,1,1,1,7387.8
9660,550,0,0,30,4,0.0,2,1,0,89216.29
9462,800,2,0,46,6,0.0,2,1,0,171928.04
2943,678,0,0,41,9,0.0,1,0,0,13160.03
9777,705,0,0,39,3,92224.56,1,1,1,54517.25
701,669,0,1,30,7,95128.86,1,0,0,19799.26
700,750,0,0,32,5,0.0,2,1,0,95611.47
7657,573,0,1,40,7,147754.68,1,1,1,110454.46
4278,759,1,1,30,4,101802.67,1,0,0,8693.8
2615,486,0,1,63,9,97009.15,1,1,1,85101.0
9713,714,0,1,40,9,46520.69,1,1,1,96687.25
7058,624,0,0,71,4,170252.05,3,1,1,73679.59
2047,549,0,1,37,2,112541.54,2,0,0,47432.43
979,550,0,0,46,7,0.0,2,1,0,130590.35
593,630,2,1,32,4,82034.0,1,0,0,146326.45
2921,507,1,0,46,8,102785.16,1,1,1,70323.68
855,523,2,1,32,4,0.0,2,1,0,167848.02
2195,798,2,0,58,9,0.0,2,0,0,119071.56
3910,620,0,0,70,3,87926.24,2,1,0,33350.26
3621,711,0,1,36,9,137688.71,1,1,1,46884.1
3084,770,0,0,30,8,0.0,2,1,0,100557.03
6139,652,0,0,37,4,0.0,2,1,0,143393.24
1354,611,2,1,52,7,0.0,1,0,1,73585.18
4180,607,1,1,36,10,106702.94,2,0,0,198313.69
430,619,1,1,57,3,137946.39,1,1,1,72467.99
7175,684,0,0,38,5,133189.4,1,0,0,127388.06
2445,665,0,0,34,5,67816.72,1,1,1,29641.58
137,637,0,1,40,2,133463.1,1,0,1,93165.34
1873,659,1,0,39,1,104502.11,1,1,0,20652.69
2441,735,2,1,29,10,0.0,2,1,1,95025.27
2216,686,0,0,47,5,113328.93,1,1,0,124170.9
9199,544,0,0,26,6,0.0,1,1,0,100200.4
6919,782,0,1,33,7,191523.09,1,1,1,167058.75
9730,586,1,1,38,2,136858.42,1,0,1,189143.94
8114,492,1,0,49,2,151249.45,2,1,1,167237.94
9809,820,0,0,39,1,104614.29,1,1,0,61538.43
7966,677,2,0,34,4,0.0,2,1,1,6175.53
8369,684,1,1,37,1,126817.13,2,1,1,29995.83
6005,636,0,0,24,9,0.0,2,0,1,38830.72
8037,547,0,1,62,10,127738.75,2,1,1,85153.0
1401,620,2,0,43,2,0.0,2,1,0,20670.1
2300,651,2,0,45,10,135923.16,1,1,0,18732.84
2840,528,2,1,40,4,0.0,2,1,0,25399.7
8721,775,2,1,27,4,0.0,1,1,1,40807.26
8617,641,0,1,37,6,0.0,2,1,0,45309.24
1189,701,0,1,40,5,169742.64,1,1,1,153537.55
4105,815,2,1,28,6,0.0,2,0,1,185547.71
1421,520,1,1,32,5,110029.77,1,1,0,56246.69
7392,596,2,1,67,6,0.0,2,1,1,138350.74
6223,694,0,1,32,0,91956.49,1,1,1,59961.81
2814,737,1,0,40,2,162485.8,2,1,0,149381.32
5656,663,0,0,27,9,0.0,2,1,0,150850.29
5569,709,0,1,36,0,0.0,2,1,0,46811.77
7124,596,1,1,34,4,99441.21,2,0,1,4802.27
2097,531,2,1,37,1,143407.29,2,0,1,84402.46
3537,602,0,1,59,7,0.0,2,1,1,162347.05
2965,499,1,1,36,5,131142.53,2,1,0,174918.46
2546,660,0,1,50,1,0.0,3,1,1,191849.15
1790,697,1,0,74,3,108071.36,2,1,1,16445.79
2521,638,1,1,25,4,148045.45,2,1,1,114722.42
5031,769,1,0,34,7,137239.17,1,1,1,71379.92
4132,540,2,0,28,6,84121.04,1,0,1,80698.54
6544,709,0,0,45,3,104118.5,1,0,1,174032.0
1448,555,1,0,46,4,120392.99,1,1,0,177719.88
4018,715,1,0,32,3,104857.19,2,1,0,114149.8
3171,815,0,0,56,3,0.0,3,1,1,94248.16
9440,593,2,1,27,10,0.0,3,0,0,94620.0
2378,622,0,0,38,4,98640.74,1,1,1,110457.99
843,773,2,0,41,5,0.0,1,1,0,28266.9
1348,615,0,1,32,7,92199.84,1,1,1,2755.53
375,769,0,0,39,8,0.0,1,0,1,21016.0
130,758,0,0,34,3,0.0,2,1,1,124226.16
8401,535,2,1,58,1,0.0,2,1,1,11779.98
2766,705,0,1,30,1,0.0,1,1,1,181300.32
6650,758,1,1,41,10,79857.64,1,1,1,78088.17
5869,562,1,1,31,2,112708.2,1,0,1,186370.3
3798,700,2,0,43,0,0.0,2,1,0,59475.35
5594,688,0,1,40,6,0.0,1,1,1,47886.44
2435,608,1,1,42,8,131390.75,2,1,0,71178.09
3642,778,0,1,42,6,0.0,2,1,1,106197.44
3881,588,0,0,64,3,0.0,1,1,1,189703.65
6836,715,2,1,42,6,0.0,2,1,1,128745.69
2367,620,1,1,39,9,159492.79,1,1,0,80582.34
7690,569,2,1,31,1,115406.97,1,0,0,145528.22
1211,452,0,0,32,5,0.0,2,0,1,75279.39
6867,656,2,0,32,1,104254.27,1,1,1,17034.37
9779,515,2,1,40,10,121355.99,1,1,0,138360.29
2823,668,1,0,59,5,120170.07,1,0,1,50454.8
6613,524,0,0,28,7,0.0,2,0,1,147100.72
7599,537,0,0,45,7,158621.04,1,1,0,120892.96
6992,557,0,0,39,7,49572.73,1,1,0,115287.99
9916,616,2,0,44,7,193213.02,2,1,1,137392.77
7853,730,0,0,47,7,0.0,1,1,0,33373.26
5898,699,0,1,34,2,117468.67,1,1,0,185227.42
1550,639,2,0,54,2,0.0,2,1,1,53843.71
5969,542,0,0,29,7,0.0,2,0,1,196651.72
0,619,0,0,42,2,0.0,1,1,1,101348.88
8169,635,0,1,27,3,127009.83,1,1,0,161909.95
6862,586,0,1,33,9,0.0,1,1,0,6975.02
4124,678,0,1,26,5,111128.04,1,1,0,60941.27
7488,538,1,0,42,4,80380.24,1,1,0,119216.46
8889,580,0,0,39,9,128362.59,1,1,0,86044.98
9987,606,2,1,30,8,180307.73,2,1,1,1914.41
5824,636,2,1,36,1,0.0,3,1,1,74048.1
895,728,1,1,32,5,61825.5,1,1,1,156124.93
1080,766,1,0,38,7,130933.74,1,0,1,2035.94
8869,669,0,0,41,0,150219.41,2,0,0,107839.03
8135,710,1,0,24,7,103099.17,2,1,0,173276.62
1181,651,1,0,24,7,40224.7,1,1,1,178341.33
8767,552,0,1,29,10,0.0,2,1,0,12186.83
4028,463,1,0,41,8,123151.51,2,1,0,70127.93
2331,508,1,1,28,0,96213.82,2,1,0,147913.56
9533,651,1,0,45,6,86714.06,1,1,0,85869.89
5091,505,1,1,43,5,136855.94,2,1,0,171070.52
6209,690,0,0,40,9,77641.99,1,0,0,189051.59
7418,677,0,1,36,4,0.0,2,1,0,7824.31
9760,652,0,1,31,2,119148.55,1,0,0,149740.22
2482,567,2,1,40,4,118628.8,1,0,0,91973.63
4117,561,0,1,37,5,0.0,2,1,0,83093.25
4973,617,0,0,24,4,137295.19,2,1,1,91195.12
9195,529,1,1,29,4,135759.4,1,0,0,112813.79
3866,547,0,0,29,6,104450.86,1,1,1,37160.28
4730,619,2,0,38,1,0.0,1,1,0,112442.63
2948,620,0,0,29,1,138740.24,2,0,0,154700.61
2878,487,2,0,36,1,140137.15,1,1,0,194073.33
9023,663,0,1,28,4,0.0,2,1,1,123969.64
7717,692,2,1,46,2,0.0,2,1,1,105983.09
7771,850,1,1,29,1,154640.41,1,1,1,164039.51
4982,615,0,1,30,7,0.0,2,1,1,156346.84
4188,644,1,1,47,9,137774.11,2,1,0,151902.78
3064,506,2,1,35,6,110046.93,2,1,0,26318.73
2987,676,1,0,26,1,108348.66,1,0,0,60231.74
1260,704,1,1,27,5,147004.34,1,1,0,64381.33
4513,696,0,0,41,8,0.0,2,0,0,28276.83
2159,683,0,1,72,3,140997.26,1,0,1,52876.41
1605,636,1,0,31,9,80844.69,2,1,1,74641.9
3264,738,0,1,35,5,161274.05,2,1,0,181429.87
2457,537,2,0,38,1,0.0,2,0,1,41233.97
6585,625,0,1,39,5,0.0,1,1,0,99800.87
2740,650,1,1,34,4,142393.11,1,1,1,11276.48
3378,529,1,1,72,5,94216.05,1,1,1,78695.68
9179,693,2,0,34,10,107556.06,2,0,0,154631.35
8013,650,0,1,32,2,84906.45,1,1,0,163216.48
8137,410,0,1,33,6,125789.69,1,0,0,66333.56
6849,716,0,0,44,1,0.0,1,1,1,152108.47
5378,606,1,1,27,2,130274.26,2,1,0,147533.09
399,616,0,0,66,1,135842.41,1,1,0,183840.51
2280,732,0,1,36,7,0.0,2,1,1,60830.24
703,574,2,1,36,1,0.0,2,0,1,71709.12
1757,523,1,0,39,1,143903.11,1,1,1,118711.75
1721,585,0,0,39,7,0.0,2,1,0,2401.26
1549,652,0,1,48,4,59486.31,1,1,0,163944.18
1126,663,2,0,33,8,122528.18,1,1,0,196260.3
8426,514,0,1,26,1,0.0,2,0,0,121551.93
8309,749,0,0,27,9,0.0,2,1,0,132734.87
3278,640,0,1,44,7,111833.47,1,1,0,67202.74
3764,837,0,1,49,8,103302.37,1,1,1,50974.57
8934,846,0,0,37,6,127103.97,1,1,1,41516.44
861,548,0,0,32,2,172448.77,1,1,0,188083.77
3237,802,2,1,38,7,0.0,2,0,1,57764.65
9498,586,0,0,52,6,140900.97,1,1,1,67288.89
6263,445,0,1,37,3,0.0,2,1,1,180012.39
8055,657,2,1,41,8,109402.13,1,1,1,66463.62
8652,774,2,0,43,1,110646.54,1,0,0,108804.28
8272,753,1,1,32,5,159904.79,1,1,0,148811.14
511,632,1,0,38,6,86569.76,2,1,0,98090.91
6844,587,0,1,33,8,148163.57,1,0,0,122925.4
7237,684,0,0,43,7,0.0,2,1,0,131093.99
4671,616,1,0,45,6,128352.59,3,1,1,144000.59
465,608,0,1,33,9,89968.69,1,1,0,68777.26
6046,593,1,1,69,2,187013.13,2,0,1,105898.69
3723,715,1,1,42,2,88120.97,2,1,1,21333.22
6210,522,2,1,30,3,0.0,2,1,0,145490.85
3242,411,0,0,36,10,0.0,1,0,0,120694.35
6290,555,0,0,27,8,102000.17,1,1,1,116757.0
6022,694,2,0,35,7,0.0,1,1,0,133570.43
3036,659,0,1,43,1,106086.42,2,1,0,26900.63
6899,569,0,1,66,2,0.0,1,1,0,130784.2
9185,584,0,1,35,6,161613.94,2,1,1,148238.16
7145,683,0,1,30,4,114779.35,1,0,0,183171.47
1823,788,1,0,57,8,93716.72,1,1,1,180150.49
4284,732,1,0,42,2,118889.66,2,0,0,87422.15
4986,684,2,0,36,4,0.0,1,1,0,117038.96
5026,626,0,1,44,10,0.0,2,0,0,164287.86
8589,691,0,0,34,7,0.0,2,0,1,161559.12
9490,624,0,1,80,3,0.0,1,1,1,65801.44
3952,594,0,0,34,7,141525.55,1,0,0,9443.15
7140,703,2,1,39,6,152685.4,1,0,0,183656.12
5662,703,0,0,40,7,0.0,2,0,1,122518.5
7271,504,1,1,42,7,131287.36,2,1,1,149697.78
6318,738,1,0,57,9,148384.64,1,0,0,155047.11
231,610,0,1,40,0,0.0,2,1,0,62232.6
4722,648,0,1,32,0,0.0,1,0,1,117323.31
4817,640,0,1,28,7,0.0,2,1,1,131097.9
7194,799,0,1,70,8,70416.75,1,1,1,36483.52
393,556,2,1,38,8,0.0,2,0,0,417.41
290,703,1,1,42,9,63227.0,1,0,1,137316.32
4859,794,2,0,22,4,114440.24,1,1,1,107753.07
9775,780,0,0,26,3,140356.7,1,1,0,117144.15
6071,625,2,1,52,8,121161.57,1,1,0,48988.28
8359,657,2,0,22,6,0.0,3,0,1,168412.07
9883,678,0,1,41,2,148088.11,1,1,0,14083.12
6581,576,1,0,71,6,140273.47,1,1,1,193135.25
3162,608,2,1,34,7,86656.13,1,0,1,59890.29
1832,620,0,1,22,0,0.0,1,1,0,32589.45
8501,678,2,1,29,6,0.0,2,1,0,64443.75
8119,704,0,1,31,5,132084.66,3,1,1,54474.48
406,538,2,0,49,9,141434.04,1,0,0,173779.25
1729,637,0,1,33,0,132255.99,2,0,1,74588.41
8254,637,1,1,28,3,123675.69,1,1,1,166458.41
2505,607,1,0,37,4,135927.06,1,0,0,180890.4
2270,538,0,0,38,8,88758.95,2,0,0,28226.15
3109,850,1,0,47,10,134381.52,1,0,0,26812.89
5297,572,1,1,51,8,97750.07,3,1,1,193014.26
3986,706,2,1,38,8,0.0,2,0,1,46635.11
7556,738,2,1,49,3,0.0,3,1,1,65066.48
2787,805,0,1,46,6,118022.06,3,1,0,162643.15
5879,683,0,1,41,6,95696.52,2,1,1,184366.14
4720,619,1,0,33,3,100488.92,2,0,1,36446.74
2461,637,0,1,40,8,125470.81,1,1,1,174536.17
7776,736,0,0,63,10,0.0,2,0,1,502.7
3970,509,0,1,30,6,0.0,2,1,0,180598.86
8962,687,0,1,38,0,144450.58,1,0,1,137276.83
7941,592,1,1,33,2,156570.86,1,1,1,37140.2
9586,546,0,0,20,6,0.0,1,0,1,20508.85
6826,547,0,0,51,1,0.0,2,1,1,56908.41
7007,639,0,0,38,5,0.0,2,0,0,93716.38
6913,564,0,0,36,7,206329.65,1,1,1,46632.87
6104,736,1,1,50,9,116309.01,1,1,0,185360.4
9675,735,2,1,39,1,60374.98,1,1,0,40223.74
1084,796,0,1,24,8,0.0,2,1,0,61349.37
3754,535,2,1,35,8,118989.92,1,1,1,135536.72
6671,677,0,0,49,3,0.0,2,1,1,187811.71
6732,548,0,0,37,9,0.0,2,0,0,98029.58
5103,783,1,0,58,3,127539.3,1,1,1,96590.39
2362,709,1,1,45,4,122917.71,1,1,1,11.58
7379,573,0,0,36,1,0.0,1,1,1,56905.38
8311,555,1,1,42,6,107104.5,1,1,1,41304.44
9452,599,0,1,27,5,0.0,2,1,0,30546.4
164,683,2,1,29,0,133702.89,1,1,0,55582.54
654,729,2,1,31,8,164870.81,2,1,1,9567.39
6027,850,1,1,44,3,140393.65,2,0,1,186285.52
5672,619,0,1,29,5,0.0,2,1,0,194310.1
8347,807,2,0,28,7,165969.26,3,1,0,156122.13
8664,690,2,0,48,2,0.0,2,1,1,3149.1
4930,627,1,1,30,6,112372.96,1,1,1,118029.09
5512,627,0,1,37,2,125190.86,1,0,1,84584.69
5796,554,2,0,45,4,0.0,2,1,1,193412.05
2519,612,2,0,62,0,167026.61,2,1,1,192892.05
5537,527,1,0,41,10,136733.24,1,1,1,57589.29
8184,659,0,0,50,3,0.0,1,1,0,183399.12
6895,610,1,1,49,6,113882.33,1,1,0,195813.81
8936,567,0,1,54,9,96402.96,1,0,0,52035.29
4352,564,0,1,26,7,84006.88,2,0,0,183490.99
1546,701,1,0,48,1,92072.68,1,1,1,133992.36
4749,570,1,1,29,4,122028.65,2,1,1,173792.77
3439,746,0,1,36,7,142400.77,1,1,1,193438.69
1163,747,1,0,32,5,67495.04,2,0,1,77370.37
4669,443,1,1,50,3,117206.3,1,1,0,42840.18
4810,632,0,1,38,4,0.0,2,0,0,192505.62
7475,698,0,1,31,1,156111.24,1,0,0,134790.74
1612,665,0,1,52,3,0.0,1,1,0,116137.01
9685,593,0,1,45,4,138825.19,1,0,0,10828.78
3189,692,0,0,42,2,0.0,2,1,0,145222.93
1927,729,1,1,36,8,152899.24,2,1,0,177130.33
4043,635,2,1,31,1,0.0,2,1,0,135382.23
9562,738,0,1,39,5,0.0,2,1,1,114388.98
2171,526,1,1,58,9,190298.89,2,1,1,191263.76
6261,708,2,0,35,8,122570.69,1,0,0,199005.88
609,698,1,0,51,2,111018.98,1,1,0,86410.28
4993,554,0,0,44,6,92436.86,1,1,0,126033.9
5993,597,0,1,45,7,0.0,2,0,0,167756.45
2958,589,0,1,29,2,0.0,2,0,1,98320.27
4827,636,2,1,52,4,111284.53,1,0,1,32936.44
9400,639,0,0,31,3,98360.03,1,0,0,20973.8
2465,763,2,0,32,10,95153.77,1,0,1,81310.1
5518,628,0,1,39,6,0.0,2,0,0,134441.6
9855,706,2,1,24,2,141078.57,1,1,1,24402.87
2051,712,0,0,37,1,106881.5,2,0,0,169386.81
6430,678,2,0,40,3,128398.38,1,1,0,168658.3
3947,682,0,1,61,10,73688.2,1,1,1,172141.33
9981,498,1,1,42,3,152039.7,1,1,1,53445.17
8381,550,1,1,36,2,113877.23,2,1,0,174921.91
8502,530,0,1,37,8,0.0,2,1,1,287.99
7238,697,2,1,62,7,0.0,1,1,0,129188.18
8872,685,0,1,30,2,0.0,2,1,1,140889.32
8648,809,2,0,48,2,0.0,1,1,0,160976.85
3608,677,0,0,36,7,0.0,1,1,0,47318.75
5131,664,0,1,40,7,125608.72,1,1,0,122073.48
9212,673,0,0,37,10,0.0,2,1,1,37411.35
7982,545,1,1,33,1,132527.9,2,0,1,107429.71
2610,682,0,1,38,4,107192.38,1,1,1,15669.17
1645,506,1,0,41,3,57745.76,1,1,0,4035.46
4021,772,1,0,48,6,108736.52,1,1,0,184564.67
1526,711,0,1,34,8,0.0,2,0,0,48260.19
3195,697,1,1,29,0,172693.54,1,0,0,141798.98
6166,773,0,1,64,2,145578.28,1,0,1,186172.85
1039,714,0,0,72,3,0.0,1,1,1,86733.61
3346,714,0,1,63,4,138082.16,1,0,1,166677.54
690,716,1,1,27,1,122552.34,2,1,0,67611.36
7329,501,0,0,34,5,0.0,1,1,0,27380.99
5724,641,2,1,40,5,102145.13,1,1,1,100637.07
53,655,1,1,41,8,125561.97,1,0,0,164040.94
4566,652,0,0,40,4,79927.36,2,1,1,33524.6
568,737,1,1,31,5,121192.22,2,1,1,74890.58
2533,606,0,1,61,5,108166.09,2,0,1,8643.21
8550,687,1,0,47,1,91219.29,1,0,0,158845.49
6436,623,1,1,33,2,80002.33,1,1,1,104079.62
8587,588,1,1,41,2,131341.46,2,0,1,7034.94
7064,718,0,0,39,3,0.0,2,1,1,145355.11
2219,631,1,0,34,6,125227.82,2,0,1,128247.03
788,562,2,0,35,0,0.0,2,1,0,119899.52
5697,567,0,1,39,5,0.0,2,0,0,168521.72
9596,531,0,1,37,7,121854.45,1,1,0,147521.35
6238,466,0,1,26,3,156815.71,1,1,1,137476.09
6298,714,0,0,52,2,0.0,1,0,1,144045.08
3725,686,0,0,31,1,0.0,2,1,0,4802.25
8591,678,2,0,39,6,0.0,1,0,1,185366.56
5768,674,0,1,36,2,154525.7,1,0,1,27468.72
2978,580,0,0,35,1,102097.33,1,0,1,168285.85
5554,620,2,1,38,0,0.0,2,1,1,38015.34
9296,586,1,0,56,9,100781.75,2,1,1,54448.41
5862,682,0,1,40,4,0.0,2,1,1,140745.91
5885,602,0,0,29,3,88814.4,2,1,1,62487.97
5276,575,0,1,29,4,121823.4,2,1,1,50368.87
1244,587,1,0,38,0,132122.42,2,0,0,31730.32
5055,739,2,1,31,1,0.0,2,1,1,58469.75
3073,531,1,0,32,0,109570.21,2,1,1,172049.84
7485,561,0,1,32,5,0.0,2,1,0,84871.99
8606,807,2,1,42,5,0.0,2,1,1,74900.9
6047,536,2,1,40,9,0.0,2,1,1,11959.03
5043,712,2,0,44,2,0.0,2,0,0,45738.94
4226,651,2,0,36,8,0.0,2,1,0,91652.43
6900,674,2,0,41,4,126605.14,1,1,1,166694.93
7558,622,2,0,36,0,108960.0,2,1,0,111180.3
882,565,0,1,36,6,106192.1,1,1,0,149575.59
3667,525,1,1,33,4,131023.76,2,0,0,55072.93
2433,759,2,0,74,6,128917.84,1,1,1,48244.64
9372,677,0,1,30,1,78133.15,1,0,1,174225.88
7595,678,0,0,50,6,0.0,1,1,0,8199.5
2697,723,0,1,48,7,0.0,2,1,1,150694.58
7653,535,2,0,30,5,122924.75,1,0,0,62390.59
1581,445,1,0,34,7,131082.17,2,1,1,70618.0
2905,680,1,1,32,7,175454.0,1,0,1,77349.92
5887,675,1,0,33,0,141816.25,1,1,0,64815.05
464,818,2,1,26,4,0.0,2,1,1,167036.94
1990,841,2,1,41,1,0.0,2,0,1,193093.77
9676,585,0,0,34,1,0.0,1,1,1,75503.6
6633,729,2,0,42,7,0.0,2,1,0,58268.2
5729,488,0,1,43,10,112751.13,1,1,1,28332.0
632,839,2,0,33,10,75592.43,1,1,0,62674.42
6943,719,2,1,40,4,128389.12,1,1,1,176091.31
4737,791,0,1,36,6,111168.97,1,1,1,189969.91
3133,682,0,0,27,1,97893.2,1,1,0,166144.98
8242,478,0,0,50,2,0.0,1,0,1,93332.64
4551,651,2,0,46,4,89743.05,1,1,0,156425.57
5647,660,0,1,19,5,127649.64,1,1,1,40368.65
2081,456,1,1,32,9,133060.63,1,1,1,125167.92
807,628,0,1,69,5,0.0,2,1,1,181964.6
8876,556,2,1,46,3,131764.96,1,1,1,108500.66
3693,742,0,0,60,4,0.0,1,1,1,13161.66
3355,660,1,1,24,5,85089.3,1,1,1,71638.0
8948,583,0,1,48,3,91246.53,1,1,0,60017.46
1103,512,1,0,32,2,123403.85,2,1,0,80120.19
821,841,0,0,36,5,156021.31,1,0,0,122662.98
1961,705,2,0,24,5,177799.83,2,0,0,79886.06
2646,425,2,0,39,5,0.0,2,1,0,140941.47
5663,850,0,0,38,2,0.0,2,1,0,9015.07
6485,640,1,1,26,5,90402.77,1,1,1,3298.65
5714,554,0,0,39,10,0.0,2,1,1,18391.93
7411,626,1,0,23,6,85897.95,1,1,0,109742.8
653,459,1,1,48,4,133994.52,1,1,1,19287.06
5650,616,1,0,36,10,78249.53,1,1,0,136934.91
3916,539,2,1,36,6,0.0,3,1,1,118959.64
4939,616,0,1,37,5,144235.73,2,0,0,154957.66
6670,758,2,0,43,10,0.0,2,1,1,55313.44
4748,537,1,0,37,7,158411.95,4,1,1,117690.58
4215,789,0,0,53,1,158271.74,1,1,1,5036.39
8803,721,0,1,41,6,135071.12,1,1,1,64477.25
333,584,1,0,30,8,112013.81,1,1,0,177772.03
9261,629,0,0,61,6,0.0,2,1,1,133672.61
4518,850,2,0,29,7,0.0,2,1,0,23237.25
4808,643,0,0,33,0,137811.75,1,1,1,184856.89
7505,659,2,1,27,4,0.0,2,1,0,99341.87
3304,601,1,1,35,8,71553.83,1,1,0,177384.45
9397,766,0,0,52,7,92510.9,2,0,1,66193.61
9175,519,0,0,38,7,125328.56,1,1,0,188225.67
3469,679,2,0,26,3,76554.06,1,1,1,184800.27
219,592,0,1,54,8,0.0,1,1,1,28737.71
8592,719,2,0,40,9,0.0,2,1,0,182224.14
2669,614,0,0,19,5,97445.49,2,1,0,122823.34
8056,730,1,0,33,7,130367.87,1,1,0,15142.1
8680,747,0,1,42,4,80214.36,1,1,0,115241.96
5625,508,0,0,60,7,143262.04,1,1,1,129562.74
2214,850,0,0,26,4,62610.96,2,0,1,179365.1
922,555,0,1,51,5,0.0,3,1,0,189122.89
9289,561,0,0,31,1,81480.27,2,1,1,65234.6
8886,575,0,1,36,1,0.0,1,0,1,94570.56
2242,621,1,0,30,2,101014.08,2,1,1,165257.31
5248,669,0,1,39,3,119452.03,1,1,1,171575.54
1601,834,0,0,49,8,160602.25,2,1,0,129273.94
8413,749,2,1,36,7,0.0,2,0,0,80134.65
4075,713,0,1,43,5,86394.14,1,1,1,130001.13
480,788,2,1,34,6,156478.62,1,0,1,181196.76
4499,536,1,0,44,4,121898.82,1,0,0,131007.18
3302,593,2,1,35,4,161637.75,1,1,1,20008.46
8715,579,1,1,41,0,141749.68,1,0,1,9201.53
3125,736,2,0,26,4,135889.13,1,1,1,165692.03
8575,585,2,1,45,0,0.0,2,0,0,189683.7
5253,655,2,0,27,9,0.0,2,0,0,108008.05
4779,613,1,1,40,1,147856.82,3,0,0,107961.11
548,508,0,1,49,7,122451.46,2,1,1,75808.1
639,785,0,0,36,4,135438.4,1,0,0,190627.01
1463,517,0,1,37,5,113308.84,1,0,1,31517.16
5077,616,0,1,34,10,0.0,2,1,0,25662.27
3657,731,0,1,30,7,0.0,2,1,1,184581.68
